1530033041.968,,,,-25.0048828125
1530033041.982,-29.794921875,,,
1530033041.995,,39.990234375,,
1530033080.471,,,56.9970703125,
1530033080.483,,,,-25.0048828125
1530033080.497,-29.794921875,,,
1530033080.509,,39.990234375,,
1530033122.549,,,56.9970703125,
1530033122.561,,,,-25.0048828125
1530033122.574,-29.794921875,,,
1530033122.586,,39.990234375,,
1530033164.045,,,56.9970703125,
1530033164.057,,,,-25.0048828125
1530033164.069,-29.794921875,,,
1530033164.082,,39.990234375,,
1530033207.286,,,56.9970703125,
1530033207.299,,,,-25.0048828125
1530033207.311,-29.794921875,,,
1530033207.323,,39.990234375,,
1530033240.846,,,56.9970703125,
1530033240.859,,,,-25.0048828125
1530033240.871,-29.794921875,,,
1530033240.883,,39.990234375,,
1530033397.793,,,56.9970703125,
1530033397.805,,,,-25.0048828125
1530033397.817,-29.794921875,,,
1530033397.833,,39.990234375,,
1530033436.823,,,56.9970703125,
1530033436.835,,,,-25.0048828125
1530033436.847,-29.794921875,,,
1530033436.859,,39.990234375,,
1530033481.453,,,56.9970703125,
1530033481.467,,,,-25.0048828125
1530033481.48,-29.794921875,,,
1530033481.492,,39.990234375,,
1530033528.07,,,56.9970703125,
1530033528.082,,,,-25.0048828125
1530033528.094,-29.794921875,,,
1530033528.105,,39.990234375,,
1530033573.253,,,56.9970703125,
1530033573.268,,,,-25.0048828125
1530033573.282,-29.794921875,,,
1530033573.296,,39.990234375,,
1530033617.488,,,56.9970703125,
1530033617.503,,,,-25.0048828125
1530033617.52,-29.794921875,,,
1530033617.535,,39.990234375,,
1530033668.038,,,56.9970703125,
1530033668.053,,,,-25.0048828125
1530033668.07,-29.794921875,,,
1530033668.085,,39.990234375,,
1530033714.124,,,56.9970703125,
1530033714.141,,,,-25.0048828125
1530033714.156,-29.794921875,,,
1530033714.174,,39.990234375,,
1530033757.412,,,56.9970703125,
1530033757.426,,,,-25.0048828125
1530033757.441,-29.794921875,,,
1530033757.456,,39.990234375,,
1530033803.218,,,56.9970703125,
1530033803.233,,,,-25.0048828125
1530033803.248,-29.794921875,,,
1530033803.263,,39.990234375,,
1530033844.873,,,56.9970703125,
1530033844.889,,,,-25.0048828125
1530033844.905,-29.794921875,,,
1530033844.919,,39.990234375,,
1530033969.686,,,56.9970703125,
1530033969.7,,,,-25.0048828125
1530033969.714,-29.794921875,,,
1530033969.728,,39.990234375,,
1530033969.743,-29.794921875,,,
1530033973.772,-242.75390625,,,
1530033975.19,-193.3154296875,,,
1530033975.805,-179.2529296875,,,
1530033976.222,-173.3642578125,,,
1530033976.537,-171.123046875,,,
1530033976.854,-170.2880859375,,,
1530033977.27,-170.1123046875,,,
1530033977.585,-170.068359375,,,
1530033978.0,-169.98046875,,,
1530033978.018,-169.98046875,,,
1530034019.57,,,56.9970703125,
1530034019.586,,,,-25.0048828125
1530034019.601,-169.98046875,,,
1530034019.619,,39.9462890625,,
1530034019.635,-169.98046875,,,
1530034019.652,-169.98046875,,,
1530034020.268,-150.2490234375,,,
1530034020.683,-144.9755859375,,,
1530034020.999,-143.4375,,,
1530034021.314,-143.1298828125,,,
1530034021.63,-142.998046875,,,
1530034021.647,-142.998046875,,,
1530034060.426,,,56.9970703125,
1530034060.44,,,,-25.0048828125
1530034060.455,-142.998046875,,,
1530034060.469,,39.9462890625,,
1530034060.486,-142.998046875,,,
1530034060.502,-142.998046875,,,
1530034061.216,-123.662109375,,,
1530034061.634,-118.125,,,
1530034062.048,-116.3671875,,,
1530034062.362,-116.0595703125,,,
1530034062.776,-116.0595703125,,,
1530034063.09,-115.9716796875,,,
1530034063.108,-115.9716796875,,,
1530034109.834,,,56.9970703125,
1530034109.849,,,,-25.0048828125
1530034109.863,-115.9716796875,,,
1530034109.876,,39.9462890625,,
1530034109.891,-115.9716796875,,,
1530034109.904,-115.9716796875,,,
1530034110.621,-94.7021484375,,,
1530034111.036,-89.9560546875,,,
1530034111.353,-88.9892578125,,,
1530034111.37,-88.9892578125,,,
1530034155.186,,,56.9970703125,
1530034155.201,,,,-25.0048828125
1530034155.215,-88.9892578125,,,
1530034155.231,,39.9462890625,,
1530034155.246,-88.9892578125,,,
1530034155.26,-88.9892578125,,,
1530034155.978,-67.8076171875,,,
1530034156.292,-63.193359375,,,
1530034156.607,-62.138671875,,,
1530034156.923,-62.0068359375,,,
1530034156.939,-62.0068359375,,,
1530034199.829,,,56.9970703125,
1530034199.843,,,,-25.0048828125
1530034199.858,-62.0068359375,,,
1530034199.872,,39.9462890625,,
1530034199.888,-62.0068359375,,,
1530034199.902,-62.0068359375,,,
1530034200.619,-39.5068359375,,,
1530034200.934,-35.6396484375,,,
1530034201.351,-34.98046875,,,
1530034201.382,-34.98046875,,,
1530034242.795,,,56.9970703125,
1530034242.81,,,,-25.0048828125
1530034242.826,-34.98046875,,,
1530034242.841,,39.9462890625,,
1530034242.857,-34.98046875,,,
1530034242.872,-34.98046875,,,
1530034243.588,-13.7548828125,,,
1530034244.003,-9.0966796875,,,
1530034244.318,-8.0859375,,,
1530034244.633,-7.998046875,,,
1530034244.649,-7.998046875,,,
1530034290.312,,,56.9970703125,
1530034290.327,,,,-25.0048828125
1530034290.342,-7.998046875,,,
1530034290.356,,39.9462890625,,
1530034290.372,-7.998046875,,,
1530034290.391,-7.998046875,,,
1530034291.106,11.42578125,,,
1530034291.521,17.0068359375,,,
1530034291.836,18.45703125,,,
1530034292.151,18.9404296875,,,
1530034292.465,18.984375,,,
1530034292.881,19.0283203125,,,
1530034292.898,19.0283203125,,,
1530034336.638,,,56.9970703125,
1530034336.654,,,,-25.0048828125
1530034336.669,19.0283203125,,,
1530034336.686,,39.9462890625,,
1530034336.7,19.0283203125,,,
1530034336.716,19.0283203125,,,
1530034337.432,38.3203125,,,
1530034337.847,43.9892578125,,,
1530034338.162,45.52734375,,,
1530034338.477,45.966796875,,,
1530034338.892,46.0107421875,,,
1530034338.908,46.0107421875,,,
1530034381.321,,,56.9970703125,
1530034381.337,,,,-25.0048828125
1530034381.352,46.0107421875,,,
1530034381.367,,39.9462890625,,
1530034381.382,46.0107421875,,,
1530034381.399,46.0107421875,,,
1530034382.115,65.6982421875,,,
1530034382.53,70.927734375,,,
1530034382.844,72.421875,,,
1530034383.159,72.861328125,,,
1530034383.474,72.9931640625,,,
1530034383.49,72.9931640625,,,
1530034428.915,,,56.9970703125,
1530034428.929,,,,-25.0048828125
1530034428.942,72.9931640625,,,
1530034428.959,,39.9462890625,,
1530034428.974,72.9931640625,,,
1530034428.987,72.9931640625,,,
1530034429.704,93.603515625,,,
1530034430.121,98.2177734375,,,
1530034430.434,99.4921875,,,
1530034430.749,99.84375,,,
1530034431.164,99.8876953125,,,
1530034431.48,99.9755859375,,,
1530034431.894,100.01953125,,,
1530034431.911,100.01953125,,,
1530034581.184,,,56.9970703125,
1530034581.199,,,,-25.0048828125
1530034581.214,100.01953125,,,
1530034581.229,,39.9462890625,,
1530034581.244,100.01953125,,,
1530034585.269,-101.4697265625,,,
1530034586.49,-57.3486328125,,,
1530034587.006,-44.208984375,,,
1530034587.321,-40.9130859375,,,
1530034587.634,-40.078125,,,
1530034587.949,-40.0341796875,,,
1530034588.264,-39.990234375,,,
1530034588.28,-39.990234375,,,
1530034588.295,,39.9462890625,,
1530034588.31,,39.9462890625,,
1530034589.227,,73.388671875,,
1530034589.841,,91.8017578125,,
1530034590.256,,102.12890625,,
1530034590.672,,107.75390625,,
1530034591.087,,111.4892578125,,
1530034591.402,,113.8623046875,,
1530034591.718,,115.48828125,,
1530034592.034,,116.630859375,,
1530034592.447,,117.509765625,,
1530034592.762,,118.1689453125,,
1530034593.076,,118.65234375,,
1530034593.391,,118.9599609375,,
1530034593.706,,119.1796875,,
1530034594.02,,119.3994140625,,
1530034594.437,,119.4873046875,,
1530034594.751,,119.5751953125,,
1530034595.065,,119.6630859375,,
1530034595.479,,119.70703125,,
1530034595.794,,119.794921875,,
1530034596.207,,119.794921875,,
1530034596.224,,119.794921875,,
1530034865.938,,,56.9970703125,
1530034865.951,,,,-25.0048828125
1530034865.963,-39.9462890625,,,
1530034865.976,,119.794921875,,
1530034865.988,,119.794921875,,
1530034867.103,,40.25390625,,
1530034867.716,,66.357421875,,
1530034868.228,,78.7060546875,,
1530034868.64,,85.693359375,,
1530034869.052,,89.8681640625,,
1530034869.364,,92.373046875,,
1530034869.777,,93.8671875,,
1530034870.089,,94.7900390625,,
1530034870.401,,95.2734375,,
1530034870.712,,95.537109375,,
1530034871.025,,95.712890625,,
1530034871.337,,95.80078125,,
1530034871.648,,95.8447265625,,
1530034872.061,,95.888671875,,
1530034872.374,,95.888671875,,
1530034872.786,,95.888671875,,
1530034873.098,,95.9326171875,,
1530034873.51,,95.9326171875,,
1530034873.822,,95.9326171875,,
1530034874.135,,95.9765625,,
1530034874.148,,95.9765625,,
1530034912.454,,,56.9970703125,
1530034912.467,,,,-25.0048828125
1530034912.48,-39.9462890625,,,
1530034912.492,,95.9765625,,
1530034912.504,,95.9765625,,
1530034913.62,,14.9853515625,,
1530034914.334,,40.517578125,,
1530034914.845,,51.416015625,,
1530034915.257,,57.919921875,,
1530034915.669,,62.5341796875,,
1530034916.081,,66.0498046875,,
1530034916.393,,68.4228515625,,
1530034916.805,,70.0048828125,,
1530034917.117,,70.927734375,,
1530034917.429,,71.3671875,,
1530034917.741,,71.5869140625,,
1530034918.053,,71.71875,,
1530034918.365,,71.806640625,,
1530034918.677,,71.89453125,,
1530034919.089,,71.89453125,,
1530034919.401,,71.9384765625,,
1530034919.813,,71.9384765625,,
1530034920.125,,71.9384765625,,
1530034920.437,,71.982421875,,
1530034920.45,,71.982421875,,
1530034976.209,,,56.9970703125,
1530034976.221,,,,-25.0048828125
1530034976.236,-39.90234375,,,
1530034976.25,,71.982421875,,
1530034976.262,,71.982421875,,
1530034977.378,,-9.580078125,,
1530034978.091,,13.5791015625,,
1530034978.604,,21.3134765625,,
1530034979.117,,27.7294921875,,
1530034979.529,,33.1787109375,,
1530034979.941,,37.8369140625,,
1530034980.354,,41.2646484375,,
1530034980.666,,43.5498046875,,
1530034981.078,,45.17578125,,
1530034981.39,,46.318359375,,
1530034981.702,,47.021484375,,
1530034982.114,,47.373046875,,
1530034982.427,,47.5927734375,,
1530034982.839,,47.724609375,,
1530034983.151,,47.8125,,
1530034983.463,,47.8564453125,,
1530034983.775,,47.8564453125,,
1530034984.087,,47.900390625,,
1530034984.399,,47.9443359375,,
1530034984.712,,47.9443359375,,
1530034985.024,,47.9443359375,,
1530034985.038,,47.9443359375,,
1530035027.362,,,56.9970703125,
1530035027.375,,,,-25.0048828125
1530035027.39,-39.90234375,,,
1530035027.403,,47.9443359375,,
1530035027.416,,47.9443359375,,
1530035028.432,,-32.2119140625,,
1530035029.145,,-8.525390625,,
1530035029.657,,-0.1318359375,,
1530035030.07,,6.1083984375,,
1530035030.483,,10.1953125,,
1530035030.795,,13.0078125,,
1530035031.107,,15.4248046875,,
1530035031.42,,17.40234375,,
1530035031.732,,19.0283203125,,
1530035032.045,,20.3466796875,,
1530035032.357,,21.4013671875,,
1530035032.67,,22.236328125,,
1530035032.982,,22.8955078125,,
1530035033.294,,23.291015625,,
1530035033.606,,23.5546875,,
1530035033.919,,23.6865234375,,
1530035034.23,,23.7744140625,,
1530035034.542,,23.818359375,,
1530035034.855,,23.8623046875,,
1530035035.167,,23.90625,,
1530035035.479,,23.90625,,
1530035035.493,,23.90625,,
1530035079.398,,,56.9970703125,
1530035079.41,,,,-25.0048828125
1530035079.423,-39.90234375,,,
1530035079.437,,23.90625,,
1530035079.449,,23.90625,,
1530035080.564,,-53.4375,,
1530035081.279,,-29.6630859375,,
1530035081.69,,-23.02734375,,
1530035082.102,,-17.9296875,,
1530035082.514,,-13.623046875,,
1530035082.826,,-10.1513671875,,
1530035083.139,,-7.3828125,,
1530035083.452,,-5.361328125,,
1530035083.866,,-3.779296875,,
1530035084.178,,-2.5048828125,,
1530035084.49,,-1.58203125,,
1530035084.802,,-0.966796875,,
1530035085.114,,-0.5712890625,,
1530035085.427,,-0.3955078125,,
1530035085.739,,-0.263671875,,
1530035086.051,,-0.17578125,,
1530035086.363,,-0.1318359375,,
1530035086.675,,-0.1318359375,,
1530035086.987,,-0.087890625,,
1530035087.301,,-0.087890625,,
1530035087.613,,-0.0439453125,,
1530035087.627,,-0.0439453125,,
1530035129.483,,,56.9970703125,
1530035129.495,,,,-25.0048828125
1530035129.509,-39.90234375,,,
1530035129.521,,-0.0439453125,,
1530035129.536,,-0.0439453125,,
1530035130.552,,-75.7177734375,,
1530035131.166,,-52.3388671875,,
1530035131.679,,-46.0107421875,,
1530035132.091,,-40.869140625,,
1530035132.504,,-36.7822265625,,
1530035132.817,,-33.8818359375,,
1530035133.13,,-31.904296875,,
1530035133.442,,-30.05859375,,
1530035133.754,,-28.740234375,,
1530035134.066,,-27.59765625,,
1530035134.378,,-26.630859375,,
1530035134.69,,-25.8837890625,,
1530035135.002,,-25.3125,,
1530035135.416,,-24.9609375,,
1530035135.728,,-24.6533203125,,
1530035136.141,,-24.521484375,,
1530035136.454,,-24.3896484375,,
1530035136.868,,-24.3017578125,,
1530035137.179,,-24.2578125,,
1530035137.491,,-24.2138671875,,
1530035137.904,,-24.169921875,,
1530035137.918,,-24.169921875,,
1530035194.037,,,56.9970703125,
1530035194.049,,,,-25.0048828125
1530035194.062,-39.90234375,,,
1530035194.073,,-24.169921875,,
1530035194.088,,-24.169921875,,
1530035195.204,,-96.6357421875,,
1530035195.816,,-68.73046875,,
1530035196.229,,-63.984375,,
1530035196.642,,-61.259765625,,
1530035197.055,,-59.1064453125,,
1530035197.367,,-57.48046875,,
1530035197.679,,-56.1181640625,,
1530035197.991,,-54.931640625,,
1530035198.403,,-53.876953125,,
1530035198.715,,-52.9541015625,,
1530035199.027,,-52.03125,,
1530035199.439,,-51.2841796875,,
1530035199.751,,-50.5810546875,,
1530035200.164,,-50.009765625,,
1530035200.476,,-49.5263671875,,
1530035200.79,,-49.1748046875,,
1530035201.102,,-48.9111328125,,
1530035201.414,,-48.7353515625,,
1530035201.726,,-48.5595703125,,
1530035202.038,,-48.427734375,,
1530035202.45,,-48.3837890625,,
1530035202.463,,-48.3837890625,,
1530035202.476,,-48.3837890625,,
1530035202.487,,-48.3837890625,,
1530035202.899,,-48.2958984375,,
1530035203.211,,-48.251953125,,
1530035203.523,,-48.2080078125,,
1530035203.935,,-48.1640625,,
1530035204.247,,-48.1201171875,,
1530035204.66,,-48.1201171875,,
1530035204.972,,-48.076171875,,
1530035205.285,,-48.076171875,,
1530035205.698,,-48.0322265625,,
1530035206.011,,-48.0322265625,,
1530035206.422,,-48.0322265625,,
1530035206.735,,-47.98828125,,
1530035206.748,,-47.98828125,,
1530035245.763,,,56.9970703125,
1530035245.776,,,,-25.0048828125
1530035245.788,-39.8583984375,,,
1530035245.801,,-47.98828125,,
1530035245.813,,-47.98828125,,
1530035246.831,,-120.0146484375,,
1530035247.444,,-90.4833984375,,
1530035247.856,,-85.1220703125,,
1530035248.169,,-82.0458984375,,
1530035248.481,,-79.9365234375,,
1530035248.792,,-78.2666015625,,
1530035249.205,,-76.904296875,,
1530035249.517,,-75.8056640625,,
1530035249.93,,-74.9267578125,,
1530035250.243,,-74.267578125,,
1530035250.555,,-73.65234375,,
1530035250.867,,-73.212890625,,
1530035251.179,,-72.94921875,,
1530035251.491,,-72.7294921875,,
1530035251.803,,-72.5537109375,,
1530035252.216,,-72.421875,,
1530035252.528,,-72.333984375,,
1530035252.94,,-72.2900390625,,
1530035253.253,,-72.2021484375,,
1530035253.565,,-72.158203125,,
1530035253.878,,-72.158203125,,
1530035253.892,,-72.158203125,,
1530035294.435,,,56.9970703125,
1530035294.447,,,,-25.0048828125
1530035294.46,-39.8583984375,,,
1530035294.472,,-72.158203125,,
1530035294.484,,-72.158203125,,
1530035295.6,,-144.7119140625,,
1530035296.212,,-115.751953125,,
1530035296.625,,-109.86328125,,
1530035296.937,,-106.435546875,,
1530035297.249,,-104.0185546875,,
1530035297.561,,-102.2607421875,,
1530035297.974,,-100.8984375,,
1530035298.286,,-99.7998046875,,
1530035298.698,,-98.9208984375,,
1530035299.01,,-98.2177734375,,
1530035299.322,,-97.646484375,,
1530035299.634,,-97.20703125,,
1530035299.946,,-96.8994140625,,
1530035300.258,,-96.7236328125,,
1530035300.57,,-96.50390625,,
1530035300.982,,-96.416015625,,
1530035301.294,,-96.2841796875,,
1530035301.707,,-96.240234375,,
1530035302.02,,-96.1962890625,,
1530035302.333,,-96.15234375,,
1530035302.644,,-96.1083984375,,
1530035302.657,,-96.1083984375,,
1530035480.165,,,56.9970703125,
1530035480.176,,,,-25.0048828125
1530035480.189,-39.8583984375,,,
1530035480.202,,-96.1083984375,,
1530035480.215,,-96.1083984375,,
1530035480.226,,-96.1083984375,,
1530035481.642,,-72.59765625,,
1530035482.757,,-55.458984375,,
1530035483.872,,-39.5068359375,,
1530035484.786,,-21.708984375,,
1530035485.599,,-5.80078125,,
1530035486.312,,8.525390625,,
1530035486.925,,17.2705078125,,
1530035487.437,,24.697265625,,
1530035487.849,,31.3330078125,,
1530035488.261,,36.826171875,,
1530035488.673,,41.1767578125,,
1530035488.985,,44.208984375,,
1530035489.298,,46.318359375,,
1530035489.611,,47.724609375,,
1530035490.023,,48.6474609375,,
1530035490.336,,49.2626953125,,
1530035490.749,,49.5703125,,
1530035491.06,,49.74609375,,
1530035491.374,,49.7900390625,,
1530035491.787,,49.8779296875,,
1530035491.799,,49.8779296875,,
1530037724.038,,,56.9970703125,
1530037724.049,,,,-25.0048828125
1530037724.06,-39.8583984375,,,
1530037724.072,,49.8779296875,,
1530037739.662,,,56.9970703125,
1530037739.673,,,,-25.0048828125
1530037739.689,-39.8583984375,,,
1530037739.701,,49.8779296875,,
1530037768.388,,,56.9970703125,
1530037768.4,,,,-25.0048828125
1530037768.413,-39.8583984375,,,
1530037768.425,,49.8779296875,,
1530037797.549,,,56.9970703125,
1530037797.56,,,,-25.0048828125
1530037797.572,-39.8583984375,,,
1530037797.587,,49.8779296875,,
1530037831.673,,,56.9970703125,
1530037831.685,,,,-25.0048828125
1530037831.7,-39.8583984375,,,
1530037831.715,,49.8779296875,,
1530037862.346,,,56.9970703125,
1530037862.358,,,,-25.0048828125
1530037862.369,-39.8583984375,,,
1530037862.382,,49.8779296875,,
1530037906.164,,,56.9970703125,
1530037906.175,,,,-25.0048828125
1530037906.189,-39.8583984375,,,
1530037906.201,,49.8779296875,,
1530037998.708,,,56.9970703125,
1530037998.72,,,,-25.0048828125
1530037998.732,-39.8583984375,,,
1530037998.746,,49.8779296875,,
1530038030.56,,,56.9970703125,
1530038030.572,,,,-25.0048828125
1530038030.584,-39.8583984375,,,
1530038030.596,,49.8779296875,,
1530038064.05,,,56.9970703125,
1530038064.062,,,,-25.0048828125
1530038064.074,-39.8583984375,,,
1530038064.086,,49.8779296875,,
1530038098.688,,,56.9970703125,
1530038098.728,,,,-25.0048828125
1530038098.74,-39.8583984375,,,
1530038098.754,,49.8779296875,,
1530038130.074,,,56.9970703125,
1530038130.087,,,,-25.0048828125
1530038130.099,-39.8583984375,,,
1530038130.113,,49.8779296875,,
1530038162.389,,,56.9970703125,
1530038162.402,,,,-25.0048828125
1530038162.415,-39.8583984375,,,
1530038162.428,,49.8779296875,,
1530038191.353,,,56.9970703125,
1530038191.365,,,,-25.0048828125
1530038191.379,-39.8583984375,,,
1530038191.392,,49.8779296875,,
1530038231.613,,,56.9970703125,
1530038231.627,,,,-25.0048828125
1530038231.64,-39.8583984375,,,
1530038231.655,,49.8779296875,,
1530038261.56,,,56.9970703125,
1530038261.574,,,,-25.0048828125
1530038261.591,-39.8583984375,,,
1530038261.608,,49.8779296875,,
1530038299.457,,,56.9970703125,
1530038299.469,,,,-25.0048828125
1530038299.482,-39.8583984375,,,
1530038299.495,,49.8779296875,,
1530038310.685,,,56.9970703125,
1530038310.696,,,,-25.0048828125
1530038310.707,-39.8583984375,,,
1530038310.718,,49.8779296875,,
1530038340.764,,,56.9970703125,
1530038340.776,,,,-25.0048828125
1530038340.79,-39.8583984375,,,
1530038340.802,,49.8779296875,,
1530038370.739,,,56.9970703125,
1530038370.751,,,,-25.0048828125
1530038370.763,-39.8583984375,,,
1530038370.776,,49.8779296875,,
1530038410.601,,,56.9970703125,
1530038410.613,,,,-25.0048828125
1530038410.625,-39.8583984375,,,
1530038410.636,,49.8779296875,,
1530038446.088,,,56.9970703125,
1530038446.1,,,,-25.0048828125
1530038446.113,-39.8583984375,,,
1530038446.126,,49.8779296875,,
1530038477.835,,,56.9970703125,
1530038477.846,,,,-25.0048828125
1530038477.858,-39.8583984375,,,
1530038477.87,,49.8779296875,,
1530038502.329,,,56.9970703125,
1530038502.34,,,,-25.0048828125
1530038502.353,-39.8583984375,,,
1530038502.366,,49.8779296875,,
1530038532.016,,,56.9970703125,
1530038532.029,,,,-25.0048828125
1530038532.042,-39.8583984375,,,
1530038532.053,,49.8779296875,,
1530038560.562,,,56.9970703125,
1530038560.573,,,,-25.0048828125
1530038560.584,-39.8583984375,,,
1530038560.595,,49.8779296875,,
1530038599.907,,,56.9970703125,
1530038599.919,,,,-25.0048828125
1530038599.931,-39.8583984375,,,
1530038599.943,,49.8779296875,,
1530038634.097,,,56.9970703125,
1530038634.109,,,,-25.0048828125
1530038634.124,-39.8583984375,,,
1530038634.142,,49.8779296875,,
1530038678.722,,,56.9970703125,
1530038678.734,,,,-25.0048828125
1530038678.747,-39.8583984375,,,
1530038678.759,,49.8779296875,,
1530038713.66,,,56.9970703125,
1530038713.673,,,,-25.0048828125
1530038713.687,-39.8583984375,,,
1530038713.699,,49.8779296875,,
1530038744.629,,,56.9970703125,
1530038744.641,,,,-25.0048828125
1530038744.652,-39.8583984375,,,
1530038744.665,,49.8779296875,,
1530038778.014,,,56.9970703125,
1530038778.026,,,,-25.0048828125
1530038778.04,-39.8583984375,,,
1530038778.051,,49.8779296875,,
1530038796.294,,,56.9970703125,
1530038796.306,,,,-25.0048828125
1530038796.318,-39.8583984375,,,
1530038796.33,,49.8779296875,,
1530038825.383,,,56.9970703125,
1530038825.396,,,,-25.0048828125
1530038825.41,-39.8583984375,,,
1530038825.422,,49.8779296875,,
1530038865.263,,,56.9970703125,
1530038865.274,,,,-25.0048828125
1530038865.287,-39.8583984375,,,
1530038865.298,,49.8779296875,,
1530038899.294,,,56.9970703125,
1530038899.306,,,,-25.0048828125
1530038899.319,-39.8583984375,,,
1530038899.331,,49.8779296875,,
1530038932.339,,,56.9970703125,
1530038932.35,,,,-25.0048828125
1530038932.362,-39.8583984375,,,
1530038932.375,,49.8779296875,,
1530038960.76,,,56.9970703125,
1530038960.772,,,,-25.0048828125
1530038960.784,-39.8583984375,,,
1530038960.797,,49.8779296875,,
1530038995.913,,,56.9970703125,
1530038995.925,,,,-25.0048828125
1530038995.936,-39.8583984375,,,
1530038995.948,,49.8779296875,,
1530038995.96,,49.8779296875,,
1530038996.775,,-4.8779296875,,
1530038997.488,,18.544921875,,
1530038998.0,,25.751953125,,
1530038998.413,,31.6845703125,,
1530038998.725,,36.5185546875,,
1530038999.138,,40.2978515625,,
1530038999.55,,43.06640625,,
1530038999.861,,45.2197265625,,
1530039000.274,,46.7138671875,,
1530039000.586,,47.8125,,
1530039000.898,,48.515625,,
1530039001.21,,48.9111328125,,
1530039001.521,,49.130859375,,
1530039001.834,,49.2626953125,,
1530039002.146,,49.39453125,,
1530039002.458,,49.4384765625,,
1530039002.77,,49.482421875,,
1530039003.082,,49.5263671875,,
1530039003.393,,49.5263671875,,
1530039003.705,,49.5263671875,,
1530039004.018,,49.5703125,,
1530039004.031,,49.5703125,,
1530039039.716,,,56.9970703125,
1530039039.728,,,,-25.0048828125
1530039039.742,-39.90234375,,,
1530039039.754,,49.5703125,,
1530039083.302,,,56.9970703125,
1530039083.314,,,,-25.0048828125
1530039083.327,-39.90234375,,,
1530039083.34,,49.5703125,,
1530039083.352,,49.5703125,,
1530039083.363,,49.5703125,,
1530039083.777,,49.658203125,,
1530039084.089,,49.74609375,,
1530039084.401,,49.7900390625,,
1530039084.813,,49.833984375,,
1530039085.125,,49.833984375,,
1530039085.537,,49.833984375,,
1530039085.848,,49.8779296875,,
1530039086.161,,49.8779296875,,
1530039086.573,,49.921875,,
1530039086.587,,49.921875,,
1530039121.119,,,56.9970703125,
1530039121.131,,,,-25.0048828125
1530039121.144,-39.8583984375,,,
1530039121.156,,49.921875,,
1530039153.403,,,56.9970703125,
1530039153.415,,,,-25.0048828125
1530039153.426,-39.8583984375,,,
1530039153.439,,49.921875,,
1530039190.66,,,56.9970703125,
1530039190.672,,,,-25.0048828125
1530039190.684,-39.8583984375,,,
1530039190.697,,49.921875,,
