1529998589.665,,,56.9970703125,
1530033978.003,-169.98046875,,,
1530034021.633,-142.998046875,,,
1530034063.093,-115.9716796875,,,
1530034111.355,-88.9892578125,,,
1530034156.926,-62.0068359375,,,
1530034201.356,-34.98046875,,,
1530034244.635,-7.998046875,,,
1530034292.883,19.0283203125,,,
1530034338.894,46.0107421875,,,
1530034383.477,72.9931640625,,,
1530034431.897,100.01953125,,,
1530034588.266,-39.990234375,,,
1530034596.21,,119.794921875,,
1530034874.136,,95.9765625,,
1530034920.439,,71.982421875,,
1530034985.026,,47.9443359375,,
1530035035.481,,23.90625,,
1530035087.614,,-0.0439453125,,
1530035137.906,,-24.169921875,,
1530035202.452,,-48.3837890625,,
1530035206.737,,-47.98828125,,
1530035253.88,,-72.158203125,,
1530035302.645,,-96.1083984375,,
1530035491.788,,49.8779296875,,
1530039004.019,,49.5703125,,
1530039086.575,,49.921875,,
1530039306.534,,50.2734375,,
1530039585.976,-39.4189453125,,,
1530039631.716,,49.306640625,,
1530039667.688,,49.658203125,,
1530039704.178,,49.9658203125,,
1530039744.072,,50.2294921875,,
1530039982.381,,50.9326171875,,
1530040029.65,,50.44921875,,
1530040069.848,,49.9658203125,,
1530040233.59,,49.5263671875,,
1530040630.547,,49.0869140625,,
1530040667.828,,49.39453125,,
1530040717.523,,49.74609375,,
1530040760.509,,49.39453125,,
1530040801.798,,48.8232421875,,
1530040840.593,-39.638671875,,,
1530040875.039,-39.0673828125,,,
1530040883.005,,43.857421875,,
1530040923.897,,48.33984375,,
1530040964.537,,48.69140625,,
1530041001.674,-39.287109375,,,
1530041034.171,-38.759765625,,,
1530041042.062,,43.3740234375,,
1530041081.077,,48.427734375,,
1530041257.826,-38.9794921875,,,
1530041294.886,-38.5400390625,,,
1530041302.527,,43.1103515625,,
1530041342.232,-38.8037109375,,,
1530041344.02,,47.548828125,,
1530041380.7,,45.1318359375,,
1530041424.715,-39.1552734375,,,
1530041425.993,,47.548828125,,
1530041468.52,,43.9013671875,,
1530041533.458,-39.4189453125,,,
1530041535.244,,47.4169921875,,
1530041580.613,,44.0771484375,,
1530041620.375,,46.5380859375,,
1530041660.542,-39.6826171875,,,
1530041708.314,-39.3310546875,,,
1530041711.308,,41.923828125,,
1530041749.122,,43.3740234375,,
1530041786.877,,43.9892578125,,
1530042031.897,,43.3740234375,,
1530042071.769,,45.439453125,,
1530042116.228,-39.638671875,,,
1530042158.941,-39.287109375,,,
1530042163.281,,40.693359375,,
1530042203.791,,43.41796875,,
1530042236.979,,44.1650390625,,
1530042393.332,,43.4619140625,,
1530042511.401,-39.5068359375,,,
1530042551.046,-39.19921875,,,
1530042553.375,,39.111328125,,
1530042600.401,,40.1220703125,,
1530042638.913,,40.4736328125,,
1530042682.015,,40.78125,,
1530042757.892,,40.2099609375,,
1530042795.667,,40.4736328125,,
1530042949.714,,39.814453125,,
1530042986.982,,41.484375,,
1530043148.313,,40.9130859375,,
1530043191.398,,40.60546875,,
1530043440.329,,39.8583984375,,
1530043538.567,,38.9794921875,,
1530043868.099,,38.3203125,,
1530043916.435,,37.79296875,,
1530044039.21,,37.44140625,,
1530044121.066,,37.0458984375,,
1530044326.876,,36.5185546875,,
1530044366.366,,36.826171875,,
1530044500.708,,36.38671875,,
